idCarpeta,Dia,Mes,Año,Fecha,Hora,Delito,CalidadJuridica,Categoria,Colonia,Alcalia,Sexo,Edad,TipoPersona,longitud,latitud
8416172.0,9.0,Septiembre,2016.0,07/09/2016,36000.0,CONTRA EL CUMPLIMIENTO DE LA OBLIGACION ALIMENTARIA,VICTIMA,DELITO DE BAJO IMPACTO,SAN LORENZO ACOPILCO,CUAJIMALPA DE MORELOS,Femenino,,FISICA,-99.32902,19.33144
8416524.0,4.0,Abril,2019.0,29/04/2019,75600.0,AMENAZAS,OFENDIDO Y DENUNCIANTE,DELITO DE BAJO IMPACTO,SAN JOSÉ DE LOS CEDROS,CUAJIMALPA DE MORELOS,Masculino,25.0,FISICA,-99.2877,19.365
8416610.0,4.0,Abril,2019.0,30/04/2019,71400.0,LESIONES INTENCIONALES POR ARMA BLANCA,LESIONADO,DELITO DE BAJO IMPACTO,SAN JOSÉ DE LOS CEDROS,CUAJIMALPA DE MORELOS,Femenino,56.0,FISICA,-99.28845,19.37109
8416941.0,4.0,Abril,2019.0,29/04/2019,43200.0,DELITOS AMBIENTALES,VICTIMA,DELITO DE BAJO IMPACTO,CRUZ BLANCA,CUAJIMALPA DE MORELOS,,,MORAL,-99.32535,19.32162
8417063.0,4.0,Abril,2019.0,30/04/2019,64800.0,ROBO DE DOCUMENTOS,OFENDIDO,DELITO DE BAJO IMPACTO,PALO ALTO,CUAJIMALPA DE MORELOS,Masculino,56.0,FISICA,-99.25201,19.38711
8417163.0,4.0,Abril,2019.0,30/04/2019,55200.0,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,OFENDIDO,DELITO DE BAJO IMPACTO,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,Femenino,31.0,FISICA,-99.27653,19.37612
8417248.0,5.0,Mayo,2019.0,01/05/2019,47700.0,ROBO A NEGOCIO CON VIOLENCIA,VICTIMA Y DENUNCIANTE,ROBO A NEGOCIO CON VIOLENCIA,CUAJIMALPA,CUAJIMALPA DE MORELOS,Femenino,19.0,FISICA,-99.30018,19.35451
8417248.0,5.0,Mayo,2019.0,01/05/2019,47700.0,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,ROBO A NEGOCIO CON VIOLENCIA,CUAJIMALPA,CUAJIMALPA DE MORELOS,,,MORAL,-99.30018,19.35451
8417287.0,5.0,Mayo,2019.0,01/05/2019,50400.0,LESIONES INTENCIONALES POR ARMA DE FUEGO,VICTIMA Y DENUNCIANTE,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,,CUAJIMALPA DE MORELOS,Masculino,39.0,FISICA,,
8417307.0,5.0,Mayo,2019.0,01/05/2019,84600.0,NARCOMENUDEO POSESION SIMPLE,VICTIMA,DELITO DE BAJO IMPACTO,CUAJIMALPA,CUAJIMALPA DE MORELOS,,,MORAL,-99.3023,19.35009
8417671.0,4.0,Abril,2019.0,26/04/2019,50400.0,DAÑO EN PROPIEDAD AJENA CULPOSA,OFENDIDO,DELITO DE BAJO IMPACTO,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,,,MORAL,-99.26237,19.38235
8418552.0,5.0,Mayo,2019.0,03/05/2019,43200.0,USURPACIÓN DE IDENTIDAD,OFENDIDO,DELITO DE BAJO IMPACTO,LOMAS DE SANTA FE,CUAJIMALPA DE MORELOS,Masculino,31.0,FISICA,-99.2797,19.36055
8418653.0,5.0,Mayo,2019.0,03/05/2019,39600.0,"PRODUCCIÓN, IMPRESIÓN, ENAJENACIÓN, DISTRIBUCIÓN, ALTERACIÓN O FALSIFICACIÓN DE TÍTULOS AL PORTADOR, DOCUMENTOS DE CRÉDITO PÚBLICOS O VALES DE CANJE",VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,CUAJIMALPA,CUAJIMALPA DE MORELOS,Masculino,,FISICA,-99.29381,19.35894
8418940.0,5.0,Mayo,2019.0,03/05/2019,50400.0,VIOLACION,VICTIMA Y DENUNCIANTE,VIOLACIÓN,SAN PABLO CHIMALPA,CUAJIMALPA DE MORELOS,Femenino,24.0,FISICA,-99.31953,19.35191
8419095.0,5.0,Mayo,2019.0,03/05/2019,79200.0,ROBO A TRANSEUNTE EN NEGOCIO CON VIOLENCIA,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,CUAJIMALPA,CUAJIMALPA DE MORELOS,Masculino,23.0,FISICA,-99.28734,19.3626
8420055.0,5.0,Mayo,2019.0,05/05/2019,66600.0,ROBO A NEGOCIO SIN VIOLENCIA,AGRAVIADO,DELITO DE BAJO IMPACTO,LOMAS DE SANTA FE,CUAJIMALPA DE MORELOS,,,MORAL,-99.27409,19.36279
8420132.0,4.0,Abril,2019.0,25/04/2019,39600.0,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,OFENDIDO,DELITO DE BAJO IMPACTO,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,Femenino,,FISICA,-99.26771,19.38197
8420228.0,5.0,Mayo,2019.0,06/05/2019,8400.0,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,VICTIMA Y DENUNCIANTE,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,LOMAS DE MEMETLA,CUAJIMALPA DE MORELOS,Masculino,44.0,FISICA,-99.28801,19.3539
8420619.0,5.0,Mayo,2019.0,05/05/2019,14400.0,LESIONES INTENCIONALES POR ARMA BLANCA,LESIONADO,DELITO DE BAJO IMPACTO,PALO ALTO,CUAJIMALPA DE MORELOS,Femenino,,FISICA,-99.25201,19.38711
8420680.0,4.0,Abril,2019.0,30/04/2019,72000.0,USURPACIÓN DE IDENTIDAD,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,Masculino,33.0,FISICA,-99.26514,19.38663
8420809.0,5.0,Mayo,2019.0,06/05/2019,62400.0,ABUSO SEXUAL,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,CUAJIMALPA,CUAJIMALPA DE MORELOS,Femenino,43.0,FISICA,-99.29911,19.35687
8420964.0,4.0,Abril,2019.0,13/04/2019,36000.0,ROBO DE DOCUMENTOS,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,CUAJIMALPA,CUAJIMALPA DE MORELOS,Masculino,,FISICA,-99.29826,19.35433
8421036.0,4.0,Abril,2019.0,21/04/2019,61200.0,ROBO A NEGOCIO SIN VIOLENCIA,OFENDIDO,DELITO DE BAJO IMPACTO,LOMAS DE SANTA FE,CUAJIMALPA DE MORELOS,,,MORAL,-99.275,19.35942
